name,bio,follower_count,tweet_text,tweet_id,fav_count,rt_count,in_reply_to,mentions,is_retweet,is_quote,hashtags,emojicons,time
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,Macron est le Président qui a mis à la poubelle le rapport @JLBorloo sur les banlieues et qui aujourd’hui découvre les problèmes de Marseille. Quelle est la sincérité de son engagement ? #les4V https://t.co/6X8xbsLTEi,1433307573332160512,45,9,yjadot,JLBorloo,False,False,les4V,,2021-09-02 05:55:29
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,Marseille c’est 25 ans d’abandon des quartiers populaires. Le légalisation du cannabis n’est pas la solution qui va résoudre tous les problèmes de la ville mais c’est une mesure importante pour la sécurité et la santé dans notre pays. #Les4V,1433306259487346689,22,4,yjadot,,False,False,Les4V,,2021-09-02 05:50:16
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"Le retour des enfants en présentiel à l’école est une bonne nouvelle, c’était indispensable. Mais ce qu’a révélé la pandémie n’a pas été mis à profit pour rénover l’éducation. J’étais hier à Saint-Denis avec une association qui aide les famille. Il y a tant à faire. https://t.co/D5B5MOc9Fb",1433304780210851840,61,17,,,False,False,,,2021-09-02 05:44:23
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"Rendez-vous demain matin à 7h35 sur @France2tv avec @Caroline_Roux
👉 Pour faire #2022lecologie inscrivez-vous à la primaire sur https://t.co/rUuGfmTuYK https://t.co/iVypXeJCh0",1433114373187330057,36,19,,"France2tv, Caroline_Roux",False,False,2022lecologie,:backhand_index_pointing_right:,2021-09-01 17:07:47
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @CarenewsCom: #Entretien 

Le candidat à la primaire #écologiste @yjadot était aux #UEED2021. 

Notre journaliste @theonepipvoda l’a ren…",1433107942438543361,0,5,,"CarenewsCom, yjadot, theonepipvoda",True,False,"Entretien, écologiste, UEED2021",,2021-09-01 16:42:13
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @TV5MONDEINFO: 🇦🇫🇪🇺Afghanistan - Après le retour des talibans au pouvoir, quel sort pour les réfugiés afghans ? L'Europe veut privilégie…",1433097998691708930,0,4,,TV5MONDEINFO,True,False,,":Afghanistan:, :European_Union:",2021-09-01 16:02:43
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"Il y a urgence en #Afghanistan. En tant que député européen, je réclame l’ouverture d’un corridor humanitaire. La France et l’Europe doivent venir en aide aux femmes afghanes menacées.
#AfghanWomen #StandWithWomenofAfghanistan
#No2TalibanYes2WomensRights https://t.co/ZpFnm66lha",1433096805026312197,18,9,yjadot,,False,False,"Afghanistan, AfghanWomen, StandWithWomenofAfghanistan, No2TalibanYes2WomensRights",,2021-09-01 15:57:58
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @BechirSkt: Dans les quartiers populaires comme partout, la pratique sportive est un formidable moyen de préserver sa bonne santé. @yjad…",1433073776162480131,0,13,,BechirSkt,True,False,,,2021-09-01 14:26:28
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @2022lecologie: « On devrait faire beaucoup + pour les enfants, ces familles. Franchement, les déclarations de @jmblanquer me choquent m…",1433055119898202114,0,37,,"2022lecologie, jmblanquer",True,False,,,2021-09-01 13:12:20
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,À #SaintDenis avec les bénévoles de l’association Les Enfants de Saint-Denis qui aide les familles de 257 enfants en distribuant des fournitures scolaires avant la rentrée https://t.co/T0hdlXPxhg,1433054901635108865,88,45,,,False,False,SaintDenis,,2021-09-01 13:11:28
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"Solidarité avec les peuples indigènes d'#Amazonie qui voient leurs terres menacées par une nouvelle loi de Bolsonaro. Les droits humains sont baffoués pour la #déforestation et le profit.
#MarcoTemporalNão #StopEUMercosur #ActoforAmazon
@GreensEFA @ApibOficial https://t.co/MmSq9HHV12",1433048145655746566,109,39,,"GreensEFA, ApibOficial",False,False,"Amazonie, déforestation, MarcoTemporalNão, StopEUMercosur, ActoforAmazon",,2021-09-01 12:44:37
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @David_Belliard: Non la violence routière n'est pas anodine, oui il faut la combattre. 
@EPierreMarie giflée par une automobiliste garée…",1432802584054665222,0,35,,"David_Belliard, EPierreMarie",True,True,,,2021-08-31 20:28:50
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,RT @yjadot: Inacceptable violence contre la maire @EPierreMarie. Tout mon soutien et mon amitié !,1432802505205895176,0,35,,"yjadot, EPierreMarie",True,True,,,2021-08-31 20:28:32
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,Inacceptable violence contre la maire @EPierreMarie. Tout mon soutien et mon amitié ! https://t.co/Mkh1li83Np,1432792927999307778,143,35,,EPierreMarie,False,True,,,2021-08-31 19:50:28
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"À #Bordeaux avec de nombreux élu-es pour inviter habitantes et habitants à participer à la primaire écologiste.
Cette primaire concerne toutes celles et ceux qui adhèrent aux valeurs écologistes
👉 inscrivez-vous sur https://t.co/rUuGfmTuYK https://t.co/SK7cc4Ywj6",1432745905904619525,78,35,,,False,False,Bordeaux,:backhand_index_pointing_right:,2021-08-31 16:43:37
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"RT @GuiCaillaud: Suite aux JDE, et à l'initiative des @Jeunes_Ecolos d'inviter les https://t.co/qNpddBQE8t https://t.co/nlWhM9uKHx à s'expr…",1432674852285161483,0,20,,"GuiCaillaud, Jeunes_Ecolos",True,False,,,2021-08-31 12:01:17
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,"Suivez l’exemple de @KheiraFB, inscrivez-vous sur https://t.co/rUuGfmTuYK pour faire gagner l’écologie #2022lecologie https://t.co/8qpodVRTLs",1432659300414017537,34,10,,KheiraFB,False,True,2022lecologie,,2021-08-31 10:59:29
Yannick Jadot,Candidat à l'élection présidentielle #2022lecologie 🇫🇷 - Eurodéputé écologiste 🌎 @euroecolos - Photos et story 🌻 sur https://t.co/k0GBiRI7ho,78134,RT @JaklineM: 📺 Ce qu’il y a écrit sur le tract que présente @EliMartichoux en direct sur @LCI c’est qu’il faut s’inscrire sur https://t.co…,1432628226464141313,0,19,,"JaklineM, EliMartichoux, LCI",True,False,,:television:,2021-08-31 08:56:00
